outcome,encoded_bidder_id,N_bids,N_auctions,N_merchandise,N_device,N_time,N_country,N_ip,N_url,url_entropy_per_auction,bids/url,bids/ip,bids/auctions,bids/country,bids/device,count_concurrent_bids,mean_difference,std_difference,min_difference,25_difference,median_difference,75_difference,max_difference,iqrDiff,N_win,q75_bid_count
0.0,5590,16.0,9.0,1.0,10.0,16.0,1.0,16.0,1.0,2.9056390622295662,16.0,1.0,1.7777777777777777,16.0,1.6,0.0,4517571929824.533,13359096989938.324,8368421052.0,213289473684.0,519631578946.0,1274710526316.0,52463842105264.0,1061421052632.0,2.0,3.0
0.0,1040,44.0,25.0,1.0,28.0,44.0,21.0,41.0,19.0,4.323655062931909,2.3157894736842106,1.0731707317073171,1.76,2.0952380952380953,1.5714285714285714,0.0,311682986536.1395,359247476041.37286,315789474.0,52684210525.0,190947368422.0,417263157894.0,1408210526316.0,364578947369.0,0.0,16.0
0.0,3914,4.0,4.0,1.0,4.0,4.0,2.0,4.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,22297368421053.332,28380626128551.117,2808894736844.0,6016815789476.0,9224736842108.0,32041605263158.0,54858473684208.0,26024789473682.0,0.0,1.0
0.0,1637,8.0,7.0,1.0,7.0,8.0,5.0,7.0,4.0,2.75,2.0,1.1428571428571428,1.1428571428571428,1.6,1.1428571428571428,0.0,961323308270.5714,1125881985827.51,3263157896.0,175236842104.0,354947368420.0,1497868421053.0,3024842105264.0,1322631578949.0,2.0,0.0
0.0,237,57.0,37.0,1.0,32.0,57.0,4.0,51.0,24.0,4.994741987659172,2.375,1.1176470588235294,1.5405405405405406,14.25,1.78125,0.0,228038533834.60715,342935878144.5222,421052632.0,31473684210.5,96105263158.0,280447368420.0,1671789473684.0,248973684209.5,0.0,13.0
0.0,3482,776.0,112.0,1.0,129.0,772.0,15.0,333.0,42.0,5.349851328709078,18.476190476190474,2.33033033033033,6.928571428571429,51.733333333333334,6.015503875968992,4.0,99703157894.73807,1798525369381.1199,0.0,2052631578.0,6578947370.0,26605263158.0,50055421052632.0,24552631580.0,0.0,184.0
0.0,4125,98.0,22.0,1.0,33.0,98.0,18.0,57.0,13.0,2.0569603373745498,7.538461538461538,1.719298245614035,4.454545454545454,5.444444444444445,2.9696969696969697,0.0,788310363537.7113,5118448556354.704,3473684210.0,72894736842.0,150263157894.0,390210526316.0,50595526315792.0,317315789474.0,1.0,29.0
0.0,6539,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,5321,11.0,4.0,1.0,1.0,11.0,1.0,8.0,5.0,1.2776134368191154,2.2,1.375,2.75,11.0,11.0,0.0,871826315789.6,1181035671885.1184,50368421052.0,91052631578.0,381894736842.0,1162394736841.0,3740157894738.0,1071342105263.0,0.0,2.0
0.0,1029,20.0,16.0,1.0,14.0,20.0,6.0,19.0,3.0,3.821928094887362,6.666666666666667,1.0526315789473684,1.25,3.3333333333333335,1.4285714285714286,0.0,658324099723.0526,999148427850.1233,3473684212.0,71342105263.0,221210526314.0,759000000001.0,4145947368422.0,687657894738.0,1.0,6.0
0.0,5147,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5691,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3760,174.0,87.0,1.0,67.0,174.0,10.0,85.0,46.0,6.027220579838349,3.782608695652174,2.0470588235294116,2.0,17.4,2.5970149253731343,0.0,446043504715.54913,3822505609162.053,421052630.0,20526315788.0,74947368420.0,200684210528.0,50336736842106.0,180157894740.0,0.0,57.0
0.0,3359,7.0,6.0,1.0,4.0,7.0,4.0,6.0,3.0,2.521640636343318,2.3333333333333335,1.1666666666666667,1.1666666666666667,1.75,1.75,0.0,12788596491228.0,23369850090389.01,22473684212.0,2294289473684.0,4985526315789.0,5034394736842.0,60290157894736.0,2740105263158.0,0.0,3.0
0.0,4467,75.0,12.0,1.0,14.0,75.0,2.0,32.0,37.0,3.445160700048515,2.027027027027027,2.34375,6.25,37.5,5.357142857142857,0.0,1025805832147.9459,5875804258583.778,52631578.0,4013157893.5,24421052632.0,313249999999.0,50472894736842.0,309236842105.5,0.0,18.0
0.0,6357,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2738,3.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,1.584962500721156,1.5,1.5,1.0,3.0,1.5,0.0,1714052631578.0,2411085259260.4653,9157894736.0,861605263157.0,1714052631578.0,2566499999999.0,3418947368420.0,1704894736842.0,1.0,2.0
0.0,5210,9.0,8.0,1.0,8.0,9.0,2.0,9.0,7.0,2.94770277922009,1.2857142857142858,1.0,1.125,4.5,1.125,0.0,8996203947368.5,17469810805616.566,79052631578.0,630131578946.5,3988157894738.0,5104973684210.5,51842473684210.0,4474842105264.0,0.0,5.0
0.0,2889,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.0,5680,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,4903,78.0,28.0,1.0,26.0,78.0,5.0,66.0,2.0,4.3323967990865535,39.0,1.1818181818181819,2.7857142857142856,15.6,3.0,0.0,963111414900.909,5908773978203.872,210526316.0,30631578948.0,89842105264.0,295947368422.0,51969263157896.0,265315789474.0,0.0,20.0
0.0,2453,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1049,75.0,33.0,1.0,45.0,75.0,12.0,63.0,26.0,3.674359738261313,2.8846153846153846,1.1904761904761905,2.272727272727273,6.25,1.6666666666666667,0.0,182613798008.51352,225795473083.1441,263157896.0,28447368420.5,107789473684.0,224592105262.5,1108842105264.0,196144736842.0,1.0,13.0
0.0,4841,24.0,20.0,1.0,19.0,24.0,16.0,20.0,10.0,4.220175521464345,2.4,1.2,1.2,1.5,1.263157894736842,0.0,3260565217391.304,11080198989344.398,3157894738.0,299526315789.0,664421052632.0,1627052631579.0,53892789473684.0,1327526315790.0,1.0,8.0
0.0,2482,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,783,552.0,64.0,1.0,155.0,552.0,55.0,377.0,350.0,4.1796292102368415,1.5771428571428572,1.4641909814323608,8.625,10.036363636363637,3.5612903225806454,0.0,24557837424.7804,76824337342.76926,52631578.0,2157894738.0,6947368422.0,20026315789.0,1108315789474.0,17868421051.0,2.0,107.0
0.0,4983,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2261,425.0,39.0,1.0,4.0,409.0,3.0,340.0,282.0,4.676624739307896,1.5070921985815602,1.25,10.897435897435898,141.66666666666666,106.25,16.0,21576961271.099056,271749980449.8965,0.0,210526316.0,526315790.0,1000000000.0,4965157894736.0,789473684.0,7.0,96.0
0.0,4693,290.0,63.0,1.0,5.0,289.0,21.0,172.0,2.0,5.179204908394394,145.0,1.686046511627907,4.603174603174603,13.80952380952381,58.0,1.0,264155891458.7474,2948629160934.7256,0.0,5000000000.0,43947368420.0,123894736840.0,50164631578948.0,118894736840.0,6.0,94.0
0.0,979,21.0,17.0,1.0,17.0,21.0,9.0,21.0,12.0,3.916126946588283,1.75,1.0,1.2352941176470589,2.3333333333333335,1.2352941176470589,0.0,672902631579.0,786785868393.6206,46473684212.0,150789473685.5,198394736842.0,1048763157895.0,2716263157894.0,897973684209.5,2.0,6.0
0.0,1136,99.0,14.0,1.0,39.0,99.0,1.0,84.0,92.0,2.192136896891095,1.076086956521739,1.1785714285714286,7.071428571428571,99.0,2.5384615384615383,0.0,137650375939.85715,146295349491.71045,368421054.0,26065789473.5,84763157895.0,205171052633.0,686842105262.0,179105263159.5,5.0,23.0
0.0,3653,105.0,51.0,1.0,46.0,105.0,12.0,82.0,46.0,5.335102660994932,2.282608695652174,1.2804878048780488,2.0588235294117645,8.75,2.282608695652174,0.0,739541497975.7307,4917516773104.443,52631578.0,32907894737.0,95894736842.0,341210526317.0,50213842105264.0,308302631580.0,0.0,26.0
0.0,1581,4.0,4.0,1.0,4.0,4.0,2.0,4.0,3.0,2.0,1.3333333333333333,1.0,1.0,2.0,1.0,0.0,3501315789474.0,4229614732983.377,125526315790.0,1129078947369.0,2132631578948.0,5189210526316.0,8245789473684.0,4060131578947.0,0.0,1.0
0.0,673,45.0,21.0,1.0,20.0,45.0,8.0,42.0,14.0,3.810769974290908,3.2142857142857144,1.0714285714285714,2.142857142857143,5.625,2.25,0.0,302279904306.2273,443283406865.329,2000000000.0,28236842107.0,120921052630.0,374526315789.5,2131473684210.0,346289473682.5,1.0,10.0
0.0,3890,211.0,102.0,1.0,64.0,211.0,23.0,147.0,55.0,6.200785192931856,3.8363636363636364,1.435374149659864,2.0686274509803924,9.173913043478262,3.296875,0.0,367487218045.11426,3488699724676.5522,368421054.0,12092105263.0,44763157894.0,119381578947.5,50039421052632.0,107289473684.5,1.0,87.0
0.0,5816,57.0,16.0,1.0,16.0,57.0,1.0,41.0,31.0,3.1716998297954024,1.8387096774193548,1.3902439024390243,3.5625,57.0,3.5625,0.0,1199090225563.8928,6991589026556.381,105263158.0,42605263159.0,132631578947.0,262105263157.5,52500578947368.0,219499999998.5,0.0,11.0
0.0,5939,14.0,5.0,1.0,6.0,14.0,2.0,5.0,3.0,1.9852281360342514,4.666666666666667,2.8,2.8,7.0,2.3333333333333335,0.0,4867234817813.692,14395068791493.307,421052632.0,2631578946.0,34789473686.0,1314000000000.0,52479684210526.0,1311368421054.0,0.0,3.0
0.0,5071,30.0,25.0,1.0,21.0,30.0,6.0,29.0,17.0,4.5232314287976205,1.7647058823529411,1.0344827586206897,1.2,5.0,1.4285714285714286,0.0,2564883847549.931,9404454613450.467,578947368.0,243000000000.0,546000000000.0,1122894736844.0,51211894736842.0,879894736844.0,0.0,9.0
0.0,5212,3.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0,1.584962500721156,1.0,1.0,1.0,1.5,1.0,0.0,35332842105262.0,43492054006588.1,4579315789472.0,19956078947367.0,35332842105262.0,50709605263157.0,66086368421052.0,30753526315790.0,0.0,1.0
0.0,804,10.0,5.0,1.0,8.0,10.0,2.0,9.0,5.0,1.9609640474436811,2.0,1.1111111111111112,2.0,5.0,1.25,0.0,1464888888888.889,1265804732767.995,316473684212.0,425052631578.0,1612578947368.0,1932263157894.0,4206894736842.0,1507210526316.0,4.0,4.0
0.0,5392,3.0,2.0,1.0,2.0,3.0,2.0,3.0,1.0,0.9182958340544896,3.0,1.0,1.5,1.5,1.5,0.0,29488263157894.0,41622761406302.195,56526315788.0,14772394736841.0,29488263157894.0,44204131578947.0,58920000000000.0,29431736842106.0,0.0,0.0
0.0,2134,10.0,1.0,1.0,1.0,10.0,1.0,1.0,3.0,-0.0,3.3333333333333335,10.0,10.0,10.0,10.0,0.0,500918128655.1111,893278975258.5004,4578947368.0,6157894736.0,22052631580.0,507894736844.0,2563421052630.0,501736842108.0,0.0,0.0
0.0,1739,9.0,4.0,1.0,8.0,9.0,6.0,9.0,7.0,1.4466166676282082,1.2857142857142858,1.0,2.25,1.5,1.125,0.0,1557434210526.25,1265864236689.5515,108421052632.0,673815789475.0,1182789473683.0,2180434210525.0,3747210526316.0,1506618421050.0,1.0,3.0
0.0,3929,156.0,51.0,1.0,49.0,156.0,1.0,107.0,5.0,5.2353970306037025,31.2,1.4579439252336448,3.0588235294117645,156.0,3.183673469387755,0.0,497553480475.3806,4135043052286.2856,368421052.0,17315789473.0,39263157894.0,125131578947.0,51426526315788.0,107815789474.0,0.0,46.0
0.0,3343,2984.0,406.0,1.0,375.0,2966.0,73.0,1778.0,1191.0,7.2776438603958,2.5054575986565912,1.6782902137232847,7.349753694581281,40.87671232876713,7.957333333333334,18.0,25911639642.183037,916111688672.6771,0.0,1736842106.0,5263157896.0,11763157895.0,50040210526316.0,10026315789.0,0.0,766.0
0.0,428,374.0,55.0,1.0,60.0,374.0,9.0,67.0,85.0,5.151310542660816,4.4,5.582089552238806,6.8,41.55555555555556,6.233333333333333,0.0,36310850853.67292,53855181335.40221,105263158.0,5842105264.0,19315789474.0,44684210526.0,390263157894.0,38842105262.0,1.0,114.0
0.0,4558,136.0,16.0,1.0,75.0,136.0,6.0,116.0,65.0,2.7678390684607814,2.0923076923076924,1.1724137931034482,8.5,22.666666666666668,1.8133333333333332,0.0,567867836257.3185,4988485075011.145,684210528.0,18500000001.0,56421052632.0,142973684212.0,57929315789474.0,124473684211.0,2.0,56.0
0.0,3230,11303.0,423.0,1.0,721.0,11172.0,113.0,6577.0,725.0,5.139084803007932,15.590344827586208,1.7185646951497644,26.721040189125297,100.02654867256638,15.676837725381414,131.0,6839506747.757742,470541385862.8736,0.0,578947368.0,1421052632.0,3105263156.0,50025052631578.0,2526315788.0,5.0,3102.0
1.0,2846,165.0,6.0,1.0,1.0,163.0,1.0,165.0,5.0,2.537841756057749,33.0,1.0,27.5,165.0,165.0,2.0,114890885.75609756,108170395.01357737,0.0,52631578.0,78947368.0,157894736.0,1000000000.0,105263158.0,0.0,0.0
0.0,3335,1795.0,208.0,1.0,343.0,1789.0,39.0,903.0,172.0,5.867309920395849,10.436046511627907,1.9878183831672205,8.629807692307692,46.02564102564103,5.233236151603498,6.0,43078272604.58863,1182066552398.71,0.0,3210526316.0,8210526316.0,19039473685.0,50074315789474.0,15828947369.0,7.0,293.0
0.0,4225,185.0,82.0,1.0,46.0,185.0,2.0,69.0,15.0,6.018216007855322,12.333333333333334,2.681159420289855,2.2560975609756095,92.5,4.021739130434782,0.0,418949084668.1957,3699024848646.041,105263158.0,14671052632.5,63052631578.0,166697368420.5,50230000000000.0,152026315788.0,23.0,53.0
0.0,4590,105.0,22.0,1.0,63.0,105.0,7.0,99.0,88.0,3.1326808388935974,1.1931818181818181,1.0606060606060606,4.7727272727272725,15.0,1.6666666666666667,0.0,736452935222.6731,5676531657848.693,631578948.0,33684210526.0,87210526317.0,183815789474.0,57900684210528.0,150131578948.0,2.0,43.0
0.0,1634,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,12206473684210.0,0.0,12206473684210.0,12206473684210.0,12206473684210.0,12206473684210.0,12206473684210.0,0.0,1.0,1.0
0.0,1571,42.0,20.0,1.0,14.0,42.0,1.0,20.0,5.0,4.091622411276601,8.4,2.1,2.1,42.0,3.0,0.0,318175866495.5122,412930394724.94403,2105263156.0,29000000000.0,86052631578.0,577000000000.0,1507421052632.0,548000000000.0,0.0,4.0
0.0,219,2210.0,92.0,1.0,445.0,2193.0,83.0,1799.0,1764.0,4.131334066045382,1.2528344671201814,1.2284602556976099,24.02173913043478,26.626506024096386,4.966292134831461,17.0,6172905101.140788,8014573284.222471,0.0,1368421054.0,3421052632.0,7736842106.0,83684210528.0,6368421052.0,1.0,428.0
0.0,4955,5.0,5.0,1.0,5.0,5.0,3.0,5.0,4.0,2.321928094887362,1.25,1.0,1.0,1.6666666666666667,1.0,0.0,15534000000000.0,24986126945743.87,2248157894738.0,2698078947368.0,3445684210526.0,16281605263158.0,52996473684210.0,13583526315790.0,1.0,0.0
0.0,4645,14.0,13.0,1.0,12.0,14.0,11.0,13.0,10.0,3.6644977792004623,1.4,1.0769230769230769,1.0769230769230769,1.2727272727272727,1.1666666666666667,0.0,959931174089.0769,966837194590.0253,631578946.0,427473684210.0,618105263158.0,1458894736844.0,3532105263158.0,1031421052634.0,2.0,3.0
0.0,5186,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,61637000000000.0,0.0,61637000000000.0,61637000000000.0,61637000000000.0,61637000000000.0,61637000000000.0,0.0,0.0,0.0
0.0,1199,558.0,55.0,1.0,98.0,556.0,16.0,165.0,241.0,1.8424034887999037,2.315352697095436,3.381818181818182,10.145454545454545,34.875,5.6938775510204085,2.0,24081073419.637344,37718259682.02514,0.0,5157894736.0,13684210524.0,31315789472.0,496263157896.0,26157894736.0,3.0,155.0
0.0,5530,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,4428,5.0,3.0,1.0,4.0,5.0,3.0,4.0,3.0,1.3709505944546687,1.6666666666666667,1.25,1.6666666666666667,1.6666666666666667,1.25,0.0,921473684210.5,1036135366045.4658,1210526316.0,281355263157.0,661499999999.0,1301618421052.5,2361684210528.0,1020263157895.5,1.0,0.0
0.0,3002,15763.0,708.0,1.0,886.0,15501.0,112.0,6673.0,8406.0,7.71309005500013,1.8752081846300261,2.362205904390829,22.26412429378531,140.74107142857142,17.791196388261852,262.0,4904440392.950514,398436642384.3368,0.0,421052632.0,1052631580.0,2263157894.0,50023526315790.0,1842105262.0,10.0,3914.0
0.0,3364,455.0,141.0,1.0,108.0,455.0,16.0,381.0,256.0,6.49039703146846,1.77734375,1.194225721784777,3.226950354609929,28.4375,4.212962962962963,0.0,170106190586.59473,2349317002619.5244,52631578.0,9210526316.0,27315789473.0,70960526315.5,50074473684210.0,61749999999.5,0.0,67.0
0.0,987,164.0,3.0,1.0,83.0,164.0,36.0,141.0,3.0,0.18521430532453834,54.666666666666664,1.1631205673758864,54.666666666666664,4.555555555555555,1.9759036144578312,0.0,82953180497.25154,128940838042.01842,947368420.0,21315789474.0,49263157896.0,100999999999.0,1119210526316.0,79684210525.0,1.0,25.0
0.0,3934,60.0,40.0,1.0,29.0,59.0,3.0,56.0,34.0,5.075652212593065,1.7647058823529411,1.0714285714285714,1.5,20.0,2.0689655172413794,1.0,1294545049063.322,6629217278772.827,0.0,64631578948.0,181105263158.0,523868421053.0,51137368421054.0,459236842105.0,1.0,9.0
0.0,6138,100.0,25.0,1.0,2.0,100.0,5.0,7.0,7.0,4.24828808383029,14.285714285714286,14.285714285714286,4.0,20.0,50.0,0.0,121714513556.60606,389454851570.35,105263158.0,4552631579.0,10157894736.0,39973684211.0,2407368421052.0,35421052632.0,4.0,32.0
1.0,3735,432.0,37.0,1.0,8.0,428.0,4.0,154.0,1.0,4.021902619619059,432.0,2.8051948051948052,11.675675675675675,108.0,54.0,4.0,179106117963.11832,2417016276931.801,0.0,2605263158.0,18736842106.0,54000000001.0,50121526315788.0,51394736843.0,0.0,73.0
0.0,3414,359.0,145.0,1.0,95.0,359.0,20.0,300.0,150.0,6.682348781239578,2.3933333333333335,1.1966666666666668,2.475862068965517,17.95,3.778947368421053,0.0,215728462216.99442,2645960289825.718,52631580.0,16578947368.0,38605263159.0,87736842106.5,50084842105264.0,71157894738.5,0.0,73.0
0.0,2210,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,8908210526316.0,0.0,8908210526316.0,8908210526316.0,8908210526316.0,8908210526316.0,8908210526316.0,0.0,0.0,0.0
0.0,6588,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,1200,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,1.584962500721156,1.0,1.0,1.0,1.0,1.0,0.0,3563210526316.0,3150867816967.256,1335210526316.0,2449210526316.0,3563210526316.0,4677210526316.0,5791210526316.0,2228000000000.0,0.0,1.0
0.0,6445,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,5337,8.0,8.0,1.0,7.0,8.0,5.0,8.0,8.0,3.0,1.0,1.0,1.0,1.6,1.1428571428571428,0.0,10032180451127.715,22948770884792.215,162052631578.0,923868421052.0,1561368421052.0,2305842105264.0,62042421052632.0,1381973684212.0,0.0,2.0
0.0,2456,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,1641789473684.0,0.0,1641789473684.0,1641789473684.0,1641789473684.0,1641789473684.0,1641789473684.0,0.0,1.0,0.0
0.0,4177,19.0,5.0,1.0,16.0,19.0,9.0,17.0,9.0,1.1635402011210707,2.111111111111111,1.1176470588235294,3.8,2.111111111111111,1.1875,0.0,3795532163742.6665,11842042304667.72,1578947368.0,554236842106.5,1056078947368.0,1636315789474.0,51171894736842.0,1082078947367.5,1.0,0.0
0.0,4917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5731,4.0,4.0,1.0,3.0,4.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,4.0,1.3333333333333333,0.0,20873105263158.0,32918090797138.004,1634578947368.0,1868315789473.0,2102052631578.0,30492368421053.0,58882684210528.0,28624052631580.0,0.0,0.0
0.0,3424,68.0,24.0,1.0,32.0,68.0,2.0,46.0,7.0,3.161378479448698,9.714285714285714,1.4782608695652173,2.8333333333333335,34.0,2.125,0.0,1152242733699.9402,6320962379369.888,421052632.0,46078947368.0,145210526316.0,437394736841.0,51922894736844.0,391315789473.0,0.0,13.0
0.0,1381,12.0,10.0,1.0,10.0,12.0,4.0,11.0,5.0,3.188721875540867,2.4,1.0909090909090908,1.2,3.0,1.2,0.0,1194368421052.7273,1415198357327.239,4631578946.0,33868421053.0,281473684210.0,2446526315789.0,3311157894738.0,2412657894736.0,0.0,3.0
0.0,5135,4.0,4.0,1.0,4.0,4.0,2.0,4.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,24185578947368.0,31684827661587.6,3212315789476.0,5961315789474.0,8710315789472.0,34672210526314.0,60634105263156.0,28710894736840.0,0.0,0.0
0.0,1401,30.0,25.0,1.0,22.0,30.0,8.0,27.0,19.0,4.548394345536403,1.5789473684210527,1.1111111111111112,1.2,3.75,1.3636363636363635,0.0,449210526315.7931,396544132612.94806,19473684208.0,110684210528.0,315526315790.0,723421052632.0,1471631578946.0,612736842104.0,0.0,9.0
0.0,1555,45.0,30.0,1.0,24.0,45.0,4.0,43.0,8.0,4.7005277524533025,5.625,1.0465116279069768,1.5,11.25,1.875,0.0,294595693779.9091,377665087714.6433,3368421052.0,73526315790.5,144052631577.0,298381578947.5,1504052631578.0,224855263157.0,7.0,18.0
0.0,236,3137.0,352.0,1.0,540.0,3114.0,80.0,1771.0,1146.0,6.479847920836065,2.737347294938918,1.7713156408808584,8.911931818181818,39.2125,5.809259259259259,23.0,4345428302.899873,5164106937.146549,0.0,1000000000.0,2657894736.0,5736842106.0,69263157896.0,4736842106.0,15.0,754.0
0.0,5088,15.0,1.0,1.0,12.0,15.0,8.0,13.0,11.0,-0.0,1.3636363636363635,1.1538461538461537,15.0,1.875,1.25,0.0,5060560150376.0,15978736345729.01,1789473684.0,275697368421.0,685894736843.0,1200131578946.5,60510263157896.0,924434210525.5,0.0,1.0
0.0,1589,13.0,9.0,1.0,9.0,13.0,7.0,12.0,8.0,2.931208948910323,1.625,1.0833333333333333,1.4444444444444444,1.8571428571428572,1.4444444444444444,0.0,939820175438.5,947698389228.6152,1631578946.0,344000000000.5,727710526315.0,1185381578948.5,3499473684208.0,841381578948.0,1.0,4.0
0.0,3197,81.0,34.0,1.0,34.0,81.0,8.0,75.0,30.0,4.355987067578637,2.7,1.08,2.3823529411764706,10.125,2.3823529411764706,0.0,951646052631.575,5619373107889.286,52631578.0,61039473685.5,155921052631.0,439921052632.0,50421315789474.0,378881578946.5,0.0,12.0
0.0,5819,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2582,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3098,10960.0,321.0,1.0,611.0,10738.0,122.0,6778.0,1701.0,5.593612028269558,6.443268665490888,1.6169961640601946,34.14330218068536,89.8360655737705,17.937806873977088,222.0,7052900523.962587,477952279237.0242,0.0,421052632.0,1105263156.0,2631578948.0,50035052631578.0,2210526316.0,7.0,1888.0
0.0,2837,95.0,30.0,1.0,2.0,73.0,1.0,3.0,5.0,4.501839983016443,19.0,31.666666666666668,3.1666666666666665,95.0,47.5,22.0,17556550951.87234,86843821385.42346,0.0,52631578.0,105263156.0,473684212.0,739947368422.0,421052634.0,19.0,45.0
0.0,3160,9595.0,521.0,1.0,762.0,9503.0,127.0,5817.0,493.0,3.4129914687389626,19.462474645030426,1.649475674746433,18.41650671785029,75.55118110236221,12.591863517060368,92.0,8057157433.922452,510678573146.2771,0.0,684210528.0,1736842106.0,3789473684.0,50022210526316.0,3105263156.0,3.0,1924.0
0.0,1560,23.0,19.0,1.0,16.0,23.0,10.0,19.0,3.0,4.088779347361362,7.666666666666667,1.2105263157894737,1.2105263157894737,2.3,1.4375,0.0,562234449760.8182,677556447007.1178,105263160.0,46973684208.0,475289473685.0,710513157894.0,2583894736844.0,663539473686.0,0.0,7.0
0.0,1479,3.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,-0.0,3.0,1.0,3.0,3.0,1.0,0.0,5491184210526.0,2653474020621.789,3614894736842.0,4553039473684.0,5491184210526.0,6429328947368.0,7367473684210.0,1876289473684.0,0.0,0.0
0.0,6224,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5804,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1254,76.0,1.0,1.0,3.0,75.0,1.0,72.0,1.0,-0.0,76.0,1.0555555555555556,76.0,76.0,25.333333333333332,1.0,128806315789.46666,554709251216.0623,0.0,9210526315.0,21684210526.0,82184210527.0,4431789473684.0,72973684212.0,1.0,5.0
0.0,4716,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
